dataset,graph,solver,num_nodes,num_edges,total_time_ms,solve_time_ms,transformation_time_ms,mwu_iterations,avg_oracle_time_ms,mendel_total_ms,mendel_avg_ms,demand_model,offline_opt,achieved_congestion,ratio_pct,status
SNDLib_Topologies,21_test_tnet.lgf,lp_applegate_cohen,21,50,4163,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,616.759,3679.28,596.551,OK
SNDLib_Topologies,21_test_tnet.lgf,lp_applegate_cohen,21,50,4163,NaN,NaN,NaN,NaN,NaN,NaN,uniform,4885.04,23774,486.67,OK
SNDLib_Topologies,21_test_tnet.lgf,lp_applegate_cohen,21,50,4163,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,6184.95,27820.4,449.807,OK
SNDLib_Topologies,21_test_tnet.lgf,lp_applegate_cohen,21,50,4163,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.8976,9.56,503.794,OK
SNDLib_Topologies,22_optic_eu.lgf,lp_applegate_cohen,22,90,22189,NaN,NaN,NaN,NaN,NaN,NaN,uniform,4669.67,11379,243.679,OK
SNDLib_Topologies,22_optic_eu.lgf,lp_applegate_cohen,22,90,22189,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,411.446,2011.05,488.776,OK
SNDLib_Topologies,22_optic_eu.lgf,lp_applegate_cohen,22,90,22189,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,4665.57,15351.7,329.043,OK
SNDLib_Topologies,22_optic_eu.lgf,lp_applegate_cohen,22,90,22189,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.89531,7.76835,409.873,OK
SNDLib_Topologies,22_optic_eu.lgf,lp_applegate_cohen,22,90,24488,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,452.86,1674.08,369.667,OK
SNDLib_Topologies,22_optic_eu.lgf,lp_applegate_cohen,22,90,24488,NaN,NaN,NaN,NaN,NaN,NaN,uniform,4485.67,11328,252.538,OK
SNDLib_Topologies,22_optic_eu.lgf,lp_applegate_cohen,22,90,24488,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,4640.47,14182.7,305.631,OK
SNDLib_Topologies,22_optic_eu.lgf,lp_applegate_cohen,22,90,24488,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.89531,7.76835,409.873,OK
SNDLib_Topologies,26_optic_usa.lgf,lp_applegate_cohen,26,84,46556,NaN,NaN,NaN,NaN,NaN,NaN,uniform,4745.33,25066.7,528.238,OK
SNDLib_Topologies,26_optic_usa.lgf,lp_applegate_cohen,26,84,46556,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,578.406,3365.35,581.832,OK
SNDLib_Topologies,26_optic_usa.lgf,lp_applegate_cohen,26,84,46556,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,6474.18,33858.1,522.972,OK
SNDLib_Topologies,26_optic_usa.lgf,lp_applegate_cohen,26,84,46556,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.91837,11.619,605.674,OK
SNDLib_Topologies,26_optic_usa.lgf,lp_applegate_cohen,26,84,52125,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,695.832,4149.08,596.277,OK
SNDLib_Topologies,26_optic_usa.lgf,lp_applegate_cohen,26,84,52125,NaN,NaN,NaN,NaN,NaN,NaN,uniform,4576.55,24172,528.171,OK
SNDLib_Topologies,26_optic_usa.lgf,lp_applegate_cohen,26,84,52125,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,5919.32,35583.8,601.147,OK
SNDLib_Topologies,26_optic_usa.lgf,lp_applegate_cohen,26,84,52125,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.91837,11.619,605.674,OK
SNDLib_Topologies,28_optic_eu.lgf,lp_applegate_cohen,28,82,26966,NaN,NaN,NaN,NaN,NaN,NaN,uniform,6054,40037,661.331,OK
SNDLib_Topologies,28_optic_eu.lgf,lp_applegate_cohen,28,82,26966,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,824.569,4429.95,537.244,OK
SNDLib_Topologies,28_optic_eu.lgf,lp_applegate_cohen,28,82,26966,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,7046.9,46012.7,652.949,OK
